Alpha,Choices,Outcomes
0.699041117,0.9375,0.6875
0.262377928,0.625,0.541666667
0.139546891,0.833333333,0.583333333
0.087833296,0.645833333,0.604166667
0.501362232,0.791666667,0.666666667
0.186261092,0.875,0.666666667
0.624964226,0.8125,0.604166667
0.935322653,0.75,0.5
0.155781748,0.583333333,0.333333333
0.885202584,0.729166667,0.479166667
0.508896295,0.875,0.625
0.326347328,0.625,0.583333333
0.199125832,0.9375,0.6875
0.626648479,0.895833333,0.645833333
0.696375762,0.75,0.541666667
0.707775877,0.770833333,0.520833333
0.753562133,0.916666667,0.666666667
0.937302383,0.770833333,0.520833333
0.958538561,0.5,0.375
0.299782508,0.9375,0.6875
0.815284585,0.770833333,0.5625
0.978211608,0.604166667,0.479166667
0.214564228,0.666666667,0.5
0.976080729,0.645833333,0.479166667
0.351403208,0.75,0.625
0.070489505,0.5625,0.520833333
0.785198622,0.791666667,0.541666667
0.113645564,0.625,0.541666667
0.867436771,0.791666667,0.583333333
0.866209738,0.875,0.625
0.550024568,0.895833333,0.6875
0.880663474,0.833333333,0.583333333
0.23734745,0.9375,0.6875
0.905525974,0.791666667,0.583333333
0.063305555,0.729166667,0.645833333
0.044733937,0.5625,0.604166667
0.491079355,0.916666667,0.666666667
0.939050531,0.8125,0.604166667
0.266571066,0.833333333,0.583333333
0.799207037,0.916666667,0.666666667
0.494298414,0.875,0.625
0.344280409,0.6875,0.520833333
0.502422098,0.75,0.666666667
0.603737744,0.75,0.666666667
0.347544457,0.916666667,0.666666667
0.175295154,0.645833333,0.5625
0.565145281,0.9375,0.6875
0.946239938,0.875,0.625
0.20859591,0.895833333,0.645833333
0.699480227,0.875,0.625
0.203509193,0.791666667,0.583333333
0.024806641,0.666666667,0.541666667
0.821343876,0.791666667,0.583333333
0.601797393,0.9375,0.6875
0.189070905,0.770833333,0.5625
0.152670964,0.75,0.625
0.493427599,0.833333333,0.583333333
0.899793477,0.770833333,0.5625
0.928420662,0.708333333,0.5
0.461093397,0.75,0.541666667
0.591882437,0.833333333,0.583333333
0.878944303,0.666666667,0.5
0.269425414,0.791666667,0.541666667
0.336453203,0.729166667,0.5625
0.78452846,0.916666667,0.666666667
0.501745691,0.895833333,0.645833333
0.829941501,0.75,0.5
0.046375051,0.479166667,0.479166667
0.093492345,0.604166667,0.479166667
0.370405124,0.770833333,0.645833333
0.414894228,0.895833333,0.645833333
0.082133663,0.729166667,0.645833333
0.917351582,0.6875,0.479166667
0.263278881,0.916666667,0.666666667
0.459355821,0.895833333,0.645833333
0.12279857,0.9375,0.6875
0.66733522,0.666666667,0.5
0.306897735,0.75,0.625
0.905303433,0.6875,0.479166667
0.096731666,0.75,0.666666667
0.94305708,0.729166667,0.520833333
0.042165851,0.583333333,0.583333333
0.195754667,0.583333333,0.541666667
0.768338106,0.875,0.708333333
0.229141576,0.770833333,0.645833333
0.418445708,0.854166667,0.604166667
0.483900234,0.916666667,0.666666667
0.462121996,0.916666667,0.666666667
0.16317953,0.833333333,0.625
0.9872173,0.75,0.541666667
0.843449214,0.791666667,0.583333333
0.604351838,0.916666667,0.666666667
0.26918305,0.958333333,0.708333333
0.84301535,0.75,0.5
0.116550235,0.916666667,0.666666667
0.196504795,0.791666667,0.583333333
0.722142481,0.916666667,0.666666667
0.966617126,0.5625,0.4375
0.678715048,0.8125,0.5625
0.680558098,0.8125,0.604166667
0.829203066,0.791666667,0.541666667
0.323136331,0.9375,0.6875
0.837775544,0.916666667,0.666666667
0.288335222,0.8125,0.645833333
0.696424765,0.833333333,0.583333333
0.181320363,0.604166667,0.395833333
0.911800958,0.729166667,0.520833333
0.892856889,0.75,0.541666667
0.263515889,0.9375,0.6875
0.915933329,0.791666667,0.541666667
0.679464223,0.895833333,0.645833333
0.646928144,0.895833333,0.645833333
0.409615698,0.770833333,0.5625
0.082695311,0.729166667,0.520833333
0.450184033,0.770833333,0.604166667
0.481027211,0.875,0.625
0.076200171,0.854166667,0.6875
0.73597243,0.8125,0.604166667
0.339304337,0.854166667,0.604166667
0.966685465,0.833333333,0.583333333
0.424348019,0.6875,0.6875
0.109637527,0.645833333,0.520833333
0.022282106,0.458333333,0.458333333
0.611127938,0.833333333,0.583333333
0.639222438,0.916666667,0.666666667
0.06646113,0.583333333,0.583333333
0.970119744,0.6875,0.4375
0.585886851,0.75,0.541666667
0.263336927,0.729166667,0.5625
0.838861973,0.708333333,0.541666667
0.389602988,0.8125,0.5625
0.996832704,0.666666667,0.5
0.904927762,0.916666667,0.666666667
0.810621804,0.791666667,0.583333333
0.683106105,0.833333333,0.583333333
0.480183993,0.854166667,0.645833333
0.146386806,0.895833333,0.645833333
0.636717386,0.75,0.541666667
0.780695764,0.875,0.625
0.256690279,0.6875,0.5625
0.664442104,0.729166667,0.479166667
0.504459961,0.916666667,0.708333333
0.368420292,0.645833333,0.520833333
0.583705103,0.854166667,0.6875
0.900786039,0.75,0.5
0.278631448,0.729166667,0.5625
0.732861904,0.729166667,0.5625
0.854914196,0.625,0.458333333
0.191540993,0.708333333,0.625
0.523001671,0.75,0.541666667
0.503477787,0.75,0.541666667
0.438470331,0.729166667,0.5625
0.731663904,0.854166667,0.645833333
0.65130551,0.875,0.625
0.4081365,0.8125,0.604166667
0.849637825,0.708333333,0.5
0.63842712,0.916666667,0.666666667
0.072950699,0.6875,0.5625
0.946924171,0.729166667,0.479166667
0.667428683,0.895833333,0.645833333
0.271354277,0.854166667,0.604166667
0.832541966,0.75,0.541666667
0.792436559,0.854166667,0.604166667
0.813495225,0.8125,0.5625
0.543370407,0.895833333,0.6875
0.710167869,0.875,0.666666667
0.88122227,0.854166667,0.604166667
0.643096486,0.875,0.625
0.886638906,0.729166667,0.520833333
0.708844546,0.875,0.625
0.659699843,0.75,0.541666667
0.721746611,0.895833333,0.645833333
0.070973336,0.625,0.625
0.85390651,0.854166667,0.604166667
0.102704926,0.6875,0.5625
0.414798213,0.9375,0.6875
0.684654004,0.8125,0.604166667
0.437416934,0.9375,0.6875
0.514320814,0.854166667,0.645833333
0.28802807,0.875,0.666666667
0.454392889,0.916666667,0.666666667
0.105868257,0.770833333,0.604166667
0.713534291,0.875,0.625
0.518467802,0.875,0.625
0.401093932,0.729166667,0.520833333
0.433013084,0.708333333,0.5
0.545145732,0.854166667,0.604166667
0.249311885,0.666666667,0.5
0.263684166,0.895833333,0.6875
0.56533252,0.875,0.625
0.30247806,0.895833333,0.6875
0.843292079,0.8125,0.5625
0.394814891,0.875,0.625
0.122379584,0.6875,0.520833333
0.704832628,0.854166667,0.645833333
0.79512097,0.895833333,0.645833333
0.393452385,0.875,0.625
0.799827526,0.8125,0.5625
0.452767554,0.604166667,0.479166667
0.346189137,0.854166667,0.645833333
0.040500191,0.666666667,0.5
0.078783128,0.708333333,0.583333333
0.573186735,0.833333333,0.583333333
0.61846608,0.666666667,0.541666667
0.193145164,0.583333333,0.5
0.738698003,0.895833333,0.645833333
0.93779686,0.895833333,0.645833333
0.072700822,0.958333333,0.708333333
0.419973019,0.854166667,0.604166667
0.331671297,0.75,0.5
0.942022427,0.833333333,0.583333333
0.995770342,0.645833333,0.4375
0.746089184,0.833333333,0.583333333
0.528879807,0.791666667,0.583333333
0.159977951,0.791666667,0.583333333
0.933967729,0.9375,0.6875
0.698955544,0.791666667,0.625
0.568270258,0.833333333,0.583333333
0.174999078,0.916666667,0.666666667
0.823501639,0.708333333,0.5
0.61662042,0.916666667,0.666666667
0.593116498,0.895833333,0.645833333
0.715843541,0.895833333,0.645833333
0.252911891,0.75,0.583333333
0.618756427,0.895833333,0.645833333
0.545385579,0.854166667,0.604166667
0.86099972,0.708333333,0.5
0.750361567,0.895833333,0.645833333
0.646774559,0.8125,0.604166667
0.832477491,0.833333333,0.625
0.065545103,0.645833333,0.5625
0.026081566,0.625,0.541666667
0.595743778,0.895833333,0.645833333
0.775945317,0.854166667,0.604166667
0.279855565,0.75,0.583333333
0.69352745,0.9375,0.6875
0.206995241,0.979166667,0.729166667
0.976114269,0.666666667,0.458333333
0.537755456,0.895833333,0.645833333
0.044071841,0.729166667,0.604166667
0.455599862,0.708333333,0.625
0.144432551,0.6875,0.604166667
0.608560245,0.8125,0.5625
0.209262815,0.5625,0.5625
0.315503698,0.875,0.625
0.349214104,0.833333333,0.583333333
0.796519675,0.625,0.458333333
0.674843121,0.854166667,0.645833333
0.587646824,0.791666667,0.583333333
0.860835147,0.9375,0.6875
0.43076717,0.895833333,0.645833333
0.35716987,0.8125,0.604166667
0.83870522,0.791666667,0.583333333
0.773632367,0.791666667,0.625
0.380305018,0.729166667,0.5625
0.993876859,0.520833333,0.395833333
0.494063989,0.895833333,0.645833333
0.927883608,0.833333333,0.583333333
0.584684153,0.708333333,0.541666667
0.562652814,0.854166667,0.604166667
0.2004447,0.833333333,0.583333333
0.566963696,0.875,0.625
0.018358415,0.604166667,0.604166667
0.588651005,0.770833333,0.5625
0.723460412,0.791666667,0.583333333
0.862444217,0.645833333,0.4375
0.388065295,0.916666667,0.666666667
0.891733505,0.875,0.625
0.540210588,0.791666667,0.583333333
0.014770517,0.5,0.458333333
0.37711016,0.916666667,0.708333333
0.302135464,0.916666667,0.666666667
0.132628344,0.9375,0.6875
0.924480594,0.645833333,0.479166667
0.168854479,0.708333333,0.625
0.49331012,0.916666667,0.708333333
0.495319994,0.729166667,0.5625
0.664839676,0.895833333,0.645833333
0.218759572,0.708333333,0.541666667
0.073458769,0.666666667,0.5
0.879494791,0.729166667,0.520833333
0.478283249,0.895833333,0.645833333
0.782415511,0.875,0.625
0.7564778,0.604166667,0.395833333
0.288328812,0.8125,0.5625
0.196216022,0.583333333,0.5
0.586500647,0.854166667,0.604166667
0.303975839,0.6875,0.479166667
0.644148289,0.916666667,0.666666667
0.436680489,0.791666667,0.583333333
0.211865223,0.875,0.625
0.978035877,0.708333333,0.5
0.079359271,0.625,0.625
0.245171778,0.854166667,0.604166667
0.766403045,0.9375,0.6875
0.499833381,0.916666667,0.666666667
0.745354742,0.791666667,0.541666667
0.935862081,0.833333333,0.583333333
0.592406027,0.791666667,0.666666667
0.286689229,0.833333333,0.625
0.534113691,0.875,0.625
0.211699998,0.75,0.708333333
0.885373485,0.895833333,0.645833333
0.8385778,0.75,0.541666667
0.987482899,0.6875,0.5625
0.15543577,0.6875,0.604166667
0.310254454,0.708333333,0.583333333
0.107200415,0.729166667,0.520833333
0.136101703,0.625,0.625
0.477854774,0.625,0.5
0.688460031,0.8125,0.5625
0.390239961,0.9375,0.6875
0.881797589,0.8125,0.604166667
0.67571787,0.708333333,0.541666667
0.305912924,0.9375,0.6875
0.569590762,0.854166667,0.604166667
0.890084097,0.6875,0.4375
0.935078905,0.666666667,0.458333333
0.736724563,0.708333333,0.541666667
0.529136262,0.833333333,0.625
0.65408364,0.8125,0.604166667
0.506643761,0.770833333,0.645833333
0.180860763,0.729166667,0.604166667
0.475920714,0.770833333,0.604166667
0.381916672,0.916666667,0.666666667
0.865748391,0.895833333,0.645833333
0.394943322,0.8125,0.5625
0.22903007,0.8125,0.645833333
0.767484741,0.833333333,0.583333333
0.316557248,0.708333333,0.583333333
0.527384527,0.833333333,0.625
0.959710756,0.75,0.541666667
0.300149855,0.645833333,0.520833333
0.594679271,0.833333333,0.625
0.994786113,0.666666667,0.416666667
0.570626467,0.854166667,0.645833333
0.716424769,0.854166667,0.645833333
0.872608624,0.645833333,0.4375
0.673343842,0.916666667,0.666666667
0.312367406,0.770833333,0.5625
0.273342878,0.791666667,0.625
0.50425713,0.75,0.625
0.291744568,0.666666667,0.541666667
0.418464331,0.833333333,0.666666667
0.29216047,0.8125,0.5625
0.168483307,0.833333333,0.625
0.157973108,0.8125,0.645833333
0.714180042,0.854166667,0.604166667
0.615536387,0.875,0.666666667
0.360732906,0.8125,0.645833333
0.587483398,0.875,0.625
0.379084426,0.916666667,0.666666667
0.250938114,0.6875,0.604166667
0.180691928,0.8125,0.604166667
0.680368538,0.895833333,0.645833333
0.351941844,0.916666667,0.666666667
0.84102649,0.770833333,0.5625
0.214006206,0.895833333,0.645833333
0.779826237,0.895833333,0.645833333
0.877013145,0.833333333,0.583333333
0.900300957,0.75,0.5
0.645758985,0.895833333,0.645833333
0.571646872,0.916666667,0.666666667
0.938893944,0.833333333,0.625
0.896014161,0.833333333,0.625
0.654137933,0.9375,0.6875
0.595903424,0.875,0.625
0.94494628,0.8125,0.645833333
0.817934039,0.895833333,0.645833333
0.717828924,0.75,0.541666667
0.324921584,0.791666667,0.625
0.363623546,0.833333333,0.625
0.243783773,0.791666667,0.583333333
0.19440865,0.5625,0.4375
0.422359561,0.875,0.625
0.48200151,0.8125,0.645833333
0.844214283,0.8125,0.5625
0.274330138,0.708333333,0.583333333
0.792903013,0.75,0.583333333
0.080578548,0.5625,0.5625
0.058595785,0.770833333,0.6875
0.071552193,0.645833333,0.4375
0.083075809,0.729166667,0.520833333
0.216963847,0.6875,0.5625
0.028332643,0.5625,0.4375
0.515791389,0.875,0.625
0.035689718,0.625,0.583333333
0.897540829,0.791666667,0.583333333
0.02681334,0.666666667,0.625
0.409526965,0.9375,0.6875
0.350145532,0.916666667,0.666666667
0.075488695,0.645833333,0.479166667
0.665900971,0.895833333,0.645833333
0.863540528,0.6875,0.479166667
0.816051426,0.8125,0.5625
0.24567046,0.75,0.583333333
0.70687234,0.854166667,0.604166667
0.025734087,0.416666667,0.458333333
0.526260836,0.729166667,0.479166667
0.520916526,0.875,0.625
0.638441344,0.791666667,0.625
0.465843113,0.8125,0.604166667
0.47221685,0.770833333,0.5625
0.315243785,0.708333333,0.541666667
0.362791179,0.895833333,0.645833333
0.276282549,0.916666667,0.666666667
0.295056873,0.729166667,0.5625
0.426502225,0.645833333,0.479166667
0.5450703,0.895833333,0.645833333
0.469425745,0.75,0.541666667
0.67977848,0.791666667,0.583333333
0.701823728,0.875,0.625
0.360156556,0.791666667,0.625
0.375579739,0.875,0.625
0.797106715,0.916666667,0.666666667
0.42657761,0.833333333,0.583333333
0.599603817,0.875,0.625
0.283587984,0.875,0.666666667
0.605733361,0.9375,0.6875
0.449706811,0.9375,0.6875
0.178156252,0.958333333,0.708333333
0.431630094,0.895833333,0.645833333
0.823033461,0.770833333,0.5625
0.700687071,0.875,0.625
0.140938648,0.75,0.583333333
0.89742164,0.770833333,0.5625
0.771711084,0.8125,0.5625
0.430775293,0.916666667,0.666666667
0.039786158,0.520833333,0.520833333
0.379479258,0.9375,0.6875
0.365679294,0.9375,0.6875
0.164723101,0.625,0.583333333
0.867138722,0.916666667,0.666666667
0.696625018,0.5625,0.354166667
0.655280651,0.791666667,0.583333333
0.360440367,0.9375,0.6875
0.922663095,0.875,0.666666667
0.572463421,0.8125,0.604166667
0.099979825,0.604166667,0.479166667
0.553731274,0.833333333,0.583333333
0.782273945,0.75,0.5
0.385873672,0.75,0.583333333
0.092965256,0.75,0.541666667
0.431455686,0.729166667,0.5625
0.245656174,0.791666667,0.625
0.129685611,0.75,0.583333333
0.555304316,0.895833333,0.645833333
0.244860167,0.9375,0.6875
0.771336466,0.875,0.625
0.495643004,0.916666667,0.666666667
0.632275387,0.854166667,0.604166667
0.248574146,0.895833333,0.645833333
0.943146752,0.833333333,0.625
0.880662851,0.833333333,0.625
0.020750718,0.5,0.458333333
0.835080365,0.8125,0.5625
0.430970588,0.8125,0.604166667
0.807893312,0.791666667,0.541666667
0.546395191,0.75,0.541666667
0.291494241,0.9375,0.6875
0.570270746,0.854166667,0.645833333
0.021612687,0.604166667,0.520833333
0.359911601,0.9375,0.6875
0.051977073,0.6875,0.5625
0.271273681,0.791666667,0.583333333
0.490290025,0.770833333,0.645833333
0.278783013,0.9375,0.6875
0.119075451,0.708333333,0.625
0.433967142,0.9375,0.6875
0.855020811,0.854166667,0.604166667
0.84220887,0.770833333,0.604166667
0.528145825,0.791666667,0.583333333
0.22291277,0.6875,0.5625
0.620886294,0.8125,0.5625
0.155651229,0.6875,0.520833333
0.17590158,0.666666667,0.583333333
0.245815252,0.916666667,0.666666667
0.732231611,0.8125,0.5625
0.665707021,0.916666667,0.666666667
0.354925543,0.916666667,0.666666667
0.535322116,0.895833333,0.645833333
0.811331304,0.833333333,0.625
0.0418592,0.604166667,0.604166667
0.138724688,0.645833333,0.645833333
0.910973727,0.854166667,0.604166667
0.150810536,0.729166667,0.520833333
0.332140993,0.9375,0.6875
0.98915689,0.791666667,0.541666667
0.395222605,0.833333333,0.583333333
0.940417091,0.6875,0.479166667
0.769096661,0.9375,0.6875
0.689991084,0.833333333,0.625
0.963461601,0.6875,0.520833333
0.793043587,0.75,0.5
0.484169701,0.875,0.625
0.496210306,0.9375,0.6875
0.289687165,0.770833333,0.604166667
0.361384843,0.708333333,0.625
0.203841475,0.895833333,0.645833333
0.992960811,0.729166667,0.520833333
0.800651288,0.875,0.666666667
0.325359367,0.75,0.625
0.483723318,0.729166667,0.604166667
0.063804842,0.708333333,0.541666667
0.790923377,0.916666667,0.666666667
0.127311332,0.6875,0.520833333
0.866348411,0.854166667,0.604166667
0.534198315,0.875,0.625
0.399821009,0.854166667,0.645833333
0.856804867,0.854166667,0.604166667
0.820093744,0.8125,0.5625
0.495280995,0.708333333,0.541666667
0.633942715,0.791666667,0.541666667
0.261908446,0.791666667,0.541666667
0.082396467,0.604166667,0.479166667
0.718818321,0.75,0.625
0.192949019,0.770833333,0.604166667
0.213075543,0.875,0.666666667
0.536393797,0.854166667,0.645833333
0.07886521,0.645833333,0.5625
0.206723437,0.75,0.625
0.165664887,0.729166667,0.5625
0.944841659,0.770833333,0.5625
0.55340766,0.833333333,0.625
0.726471484,0.854166667,0.604166667
0.273089935,0.833333333,0.625
0.505744408,0.854166667,0.645833333
0.255571685,0.666666667,0.541666667
0.845545215,0.895833333,0.645833333
0.194043599,0.666666667,0.5
0.578548932,0.770833333,0.520833333
0.487734485,0.916666667,0.666666667
0.718040061,0.791666667,0.583333333
0.636698661,0.875,0.625
0.818367599,0.75,0.541666667
0.163765238,0.6875,0.604166667
0.261055509,0.833333333,0.666666667
0.965277643,0.75,0.5
0.283830296,0.875,0.625
0.532942101,0.833333333,0.583333333
0.290978444,0.770833333,0.5625
0.131569476,0.604166667,0.604166667
0.625790141,0.875,0.666666667
0.085686909,0.541666667,0.541666667
0.848310059,0.791666667,0.625
0.839701065,0.8125,0.5625
0.781069601,0.854166667,0.645833333
0.505066711,0.833333333,0.625
0.54564626,0.895833333,0.645833333
0.602781923,0.875,0.625
0.670479136,0.895833333,0.645833333
0.005164362,0.5625,0.6875
0.501103005,0.75,0.625
0.094849278,0.666666667,0.5
0.886360114,0.75,0.583333333
0.463333907,0.833333333,0.583333333
0.798899677,0.604166667,0.520833333
0.520390649,0.8125,0.645833333
0.829472919,0.8125,0.5625
0.880916528,0.770833333,0.520833333
0.563933446,0.8125,0.5625
0.388061291,0.833333333,0.583333333
0.334240535,0.958333333,0.708333333
0.647379493,0.791666667,0.583333333
0.706445513,0.875,0.625
0.868442687,0.791666667,0.541666667
0.662088939,0.9375,0.6875
0.421590244,0.791666667,0.583333333
0.165758141,0.645833333,0.520833333
0.703067294,0.854166667,0.645833333
0.930154689,0.625,0.5
0.496476099,0.8125,0.604166667
0.958727314,0.625,0.416666667
0.186266236,0.729166667,0.645833333
0.125257873,0.625,0.5
0.39588306,0.916666667,0.666666667
0.185834608,0.770833333,0.604166667
0.278335916,0.770833333,0.520833333
0.87261179,0.708333333,0.541666667
0.262438995,0.916666667,0.666666667
0.87327028,0.729166667,0.479166667
0.242206006,0.916666667,0.666666667
0.768064938,0.833333333,0.625
0.750351836,0.8125,0.604166667
0.712748581,0.875,0.625
0.739053863,0.895833333,0.645833333
0.786329411,0.9375,0.6875
0.437444049,0.791666667,0.541666667
0.262552513,0.916666667,0.666666667
0.782023019,0.729166667,0.5625
0.609495834,0.875,0.625
0.786323533,0.541666667,0.416666667
0.225843213,0.895833333,0.645833333
0.357803986,0.875,0.666666667
0.727279708,0.875,0.625
0.506512219,0.833333333,0.625
0.476650232,0.8125,0.645833333
0.303955754,0.666666667,0.583333333
0.59090522,0.916666667,0.666666667
0.721226645,0.833333333,0.583333333
0.392656287,0.833333333,0.625
0.446702734,0.875,0.625
0.894765504,0.791666667,0.583333333
0.458377136,0.770833333,0.520833333
0.180520994,0.729166667,0.604166667
0.480940607,0.729166667,0.520833333
0.875432266,0.875,0.625
0.698350199,0.791666667,0.583333333
0.217307474,0.916666667,0.708333333
0.704612258,0.854166667,0.604166667
0.415078046,0.75,0.625
0.074504369,0.770833333,0.6875
0.700095867,0.895833333,0.645833333
0.560580583,0.833333333,0.625
0.457822328,0.916666667,0.666666667
0.302940507,0.770833333,0.604166667
0.589244464,0.854166667,0.604166667
0.828638126,0.875,0.625
0.937776427,0.8125,0.5625
0.652634227,0.916666667,0.666666667
0.439784423,0.708333333,0.5
0.10636599,0.625,0.541666667
0.332248175,0.9375,0.6875
0.304133153,0.9375,0.6875
0.129567297,0.6875,0.479166667
0.454886019,0.791666667,0.583333333
0.138556136,0.770833333,0.604166667
0.475550159,0.75,0.666666667
0.271093882,0.708333333,0.583333333
0.823804899,0.5625,0.4375
0.859587968,0.729166667,0.520833333
0.472394525,0.625,0.416666667
0.381432498,0.9375,0.6875
0.584517924,0.833333333,0.625
0.253883211,0.875,0.625
0.390184483,0.895833333,0.645833333
0.369165458,0.854166667,0.604166667
0.348588001,0.645833333,0.479166667
0.821471785,0.770833333,0.5625
0.591013748,0.916666667,0.666666667
0.364591427,0.916666667,0.666666667
0.531526032,0.916666667,0.666666667
0.066840597,0.729166667,0.520833333
0.21605196,0.895833333,0.645833333
0.75739061,0.770833333,0.5625
0.917698372,0.791666667,0.583333333
0.502383105,0.875,0.625
0.362357346,0.770833333,0.5625
0.153838997,0.770833333,0.5625
0.624759485,0.770833333,0.604166667
0.929106021,0.729166667,0.520833333
0.566026708,0.833333333,0.625
0.235238873,0.875,0.625
0.179268245,0.8125,0.645833333
0.960052017,0.8125,0.604166667
0.630754713,0.854166667,0.604166667
0.161818649,0.770833333,0.645833333
0.348151093,0.895833333,0.645833333
0.630341398,0.791666667,0.541666667
0.984865741,0.854166667,0.604166667
0.187959665,0.791666667,0.583333333
0.892989356,0.916666667,0.666666667
0.507315082,0.9375,0.6875
0.784295202,0.854166667,0.604166667
0.705382836,0.875,0.625
0.742765348,0.9375,0.6875
0.136237068,0.645833333,0.479166667
0.34219562,0.9375,0.6875
0.221921157,0.791666667,0.583333333
0.628805961,0.916666667,0.666666667
0.631810102,0.791666667,0.625
0.82665445,0.770833333,0.520833333
0.570133946,0.875,0.625
0.673946702,0.854166667,0.645833333
0.137336403,0.729166667,0.645833333
0.208624973,0.75,0.583333333
0.184796325,0.708333333,0.583333333
0.32638853,0.6875,0.520833333
0.701188414,0.875,0.625
0.884201994,0.604166667,0.4375
0.620323256,0.854166667,0.604166667
0.516546951,0.875,0.666666667
0.054140027,0.625,0.541666667
0.164330609,0.625,0.541666667
0.839023627,0.895833333,0.645833333
0.384607104,0.9375,0.6875
0.567485008,0.791666667,0.541666667
0.77499645,0.770833333,0.604166667
0.56753836,0.875,0.625
0.957291768,0.791666667,0.583333333
0.240243123,0.708333333,0.625
0.635594261,0.875,0.625
0.571099851,0.9375,0.6875
0.225398678,0.9375,0.6875
0.260904089,0.9375,0.6875
0.917773121,0.604166667,0.479166667
0.250413006,0.8125,0.604166667
0.512241451,0.895833333,0.645833333
0.500779911,0.875,0.625
0.954981484,0.833333333,0.583333333
0.718180546,0.8125,0.5625
0.540423386,0.875,0.625
0.302774151,0.916666667,0.666666667
0.638469132,0.916666667,0.666666667
0.466436115,0.9375,0.6875
0.781142292,0.9375,0.6875
0.743377653,0.833333333,0.583333333
0.235745917,0.75,0.583333333
0.625192838,0.9375,0.6875
0.604132752,0.9375,0.6875
0.602905952,0.895833333,0.645833333
0.44262315,0.75,0.541666667
0.377446207,0.729166667,0.5625
0.592904974,0.854166667,0.604166667
0.651449743,0.916666667,0.666666667
0.127624006,0.645833333,0.4375
0.02053725,0.5625,0.520833333
0.932346966,0.604166667,0.4375
0.488569565,0.729166667,0.604166667
0.36152207,0.875,0.625
0.178213244,0.958333333,0.708333333
0.242065993,0.770833333,0.520833333
0.733414347,0.833333333,0.583333333
0.182159099,0.770833333,0.6875
0.577240605,0.8125,0.6875
0.791597847,0.708333333,0.5
0.037972196,0.625,0.625
0.983605976,0.791666667,0.583333333
0.230935489,0.9375,0.6875
0.924598527,0.8125,0.604166667
0.754132632,0.875,0.625
0.460242359,0.6875,0.5625
0.312656188,0.75,0.583333333
0.371041256,0.791666667,0.583333333
0.747020674,0.75,0.541666667
0.298822153,0.916666667,0.666666667
0.577721056,0.895833333,0.6875
0.529407829,0.895833333,0.6875
0.998500388,0.708333333,0.5
0.498352345,0.854166667,0.604166667
0.481712922,0.895833333,0.645833333
0.924118153,0.708333333,0.5
0.091994836,0.5,0.541666667
0.418742676,0.9375,0.6875
0.614022777,0.6875,0.520833333
0.145403039,0.604166667,0.4375
0.177518659,0.541666667,0.541666667
0.724152241,0.895833333,0.645833333
0.613025917,0.729166667,0.645833333
0.167153106,0.791666667,0.583333333
0.539500316,0.645833333,0.520833333
0.818410928,0.895833333,0.645833333
0.398929524,0.645833333,0.5625
0.053003776,0.895833333,0.645833333
0.376385367,0.791666667,0.625
0.480179829,0.625,0.5
0.059301255,0.75,0.541666667
0.33577138,0.854166667,0.6875
0.992200097,0.6875,0.479166667
0.263473865,0.666666667,0.541666667
0.27312225,0.895833333,0.645833333
0.458169824,0.770833333,0.5625
0.282433751,0.833333333,0.625
0.922266648,0.895833333,0.645833333
0.359692538,0.916666667,0.666666667
0.642396009,0.895833333,0.645833333
0.909755826,0.75,0.583333333
0.715600064,0.895833333,0.645833333
0.874158689,0.708333333,0.5
0.10617987,0.604166667,0.520833333
0.277601485,0.770833333,0.5625
0.681204199,0.791666667,0.583333333
0.09568655,0.833333333,0.666666667
0.087387727,0.6875,0.645833333
0.446552448,0.875,0.625
0.365641287,0.9375,0.6875
0.359380995,0.875,0.625
0.026915913,0.541666667,0.541666667
0.461532126,0.791666667,0.583333333
0.525648427,0.895833333,0.729166667
0.964947501,0.708333333,0.5
0.058865883,0.583333333,0.583333333
0.683450165,0.916666667,0.666666667
0.936339365,0.895833333,0.645833333
0.604492733,0.8125,0.645833333
0.723943273,0.8125,0.604166667
0.4111308,0.833333333,0.583333333
0.783610298,0.875,0.625
0.413604371,0.9375,0.6875
0.225704533,0.833333333,0.583333333
0.125389896,0.729166667,0.5625
0.141417665,0.770833333,0.520833333
0.263047878,0.770833333,0.604166667
0.413040224,0.770833333,0.5625
0.673580118,0.854166667,0.604166667
0.281314343,0.708333333,0.625
0.68018836,0.791666667,0.541666667
0.971624104,0.5625,0.395833333
0.984954553,0.833333333,0.583333333
0.495653904,0.895833333,0.645833333
0.347143499,0.8125,0.604166667
0.590284638,0.729166667,0.5625
0.162013252,0.8125,0.5625
0.32308702,0.729166667,0.520833333
0.201186225,0.875,0.625
0.699281739,0.875,0.625
0.803819034,0.875,0.625
0.609801742,0.916666667,0.666666667
0.372998978,0.854166667,0.604166667
0.494905295,0.854166667,0.604166667
0.967788916,0.770833333,0.5625
0.283092429,0.6875,0.604166667
0.705876299,0.708333333,0.541666667
0.360649146,0.8125,0.604166667
0.881680469,0.770833333,0.520833333
0.18267447,0.770833333,0.5625
0.845021597,0.708333333,0.541666667
0.667161022,0.9375,0.6875
0.343670056,0.895833333,0.645833333
0.926735541,0.75,0.541666667
0.392793524,0.916666667,0.666666667
0.486759001,0.708333333,0.583333333
0.93764043,0.645833333,0.479166667
0.055146613,0.604166667,0.4375
0.467475866,0.895833333,0.645833333
0.035043436,0.5,0.416666667
0.214039216,0.645833333,0.520833333
0.645963633,0.916666667,0.666666667
